,pressure,perimeter,feret_d,area,centroid_x,centroid_y,stresstensor_eigval1,stresstensor_eigval2,stresstensor_orientation,stresstensor_anisotropy,inertiatensor_eigval1,inertiatensor_eigval2,inertiatensor_orientation,inertiatensor_anisotropy,moments_hu_1,moments_hu_3,bbox_x,bbox_y,celltype,celltype_conf,cluster,cluster_conf,phenograph_clusters
cell_11,0.927927513918799,506.69343417595167,172.9566419655516,9577,3930.246423723504,157.1030594131774,0.0293160856699206,0.0199825283100299,0.0192250039003156,0.1893269730399849,1534.693556121431,470.9215342379437,0.410176531124689,0.5303968976883177,0.2094199739333167,0.0022705535352214,169,109,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_12,0.5611275192351839,846.5523445727472,248.69660230891776,33989,4055.545970755245,215.251875606814,0.0114296953928445,0.0062310034410187,0.2594817176672286,0.2943650192288851,3169.7385441213364,2405.776243416543,0.4522786989825576,0.1370209442206781,0.1640388004218388,0.000118369277475,247,221,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_13,0.3606866685367109,743.0071426749364,268.8215021161812,20547,1858.421862072322,177.14357327103713,0.0030504028290818,0.000359072026474,0.3511419797577763,0.7893681334010137,3926.6579266283934,859.535471843768,0.1937967622544239,0.6408271040120748,0.2329387939101651,0.002524084928971,259,141,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_14,1.8697333906437643,655.2619766708754,215.92822881689185,19047,3327.6731768782483,195.6703942878144,0.0294362553795747,0.0170644157757049,0.664270376396747,0.266057226627043,1929.3230193145669,1262.1164336914717,0.1020838373986235,0.2090613328085071,0.1675560168533647,4.700752941740208e-05,215,159,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_15,0.1448501564480936,658.0426765808692,217.8003673091485,18429,3734.677573389766,188.9115524445168,0.0251754553708356,0.0072203887955945,0.3961752494378145,0.554239811841262,2638.352392027699,906.0781235491949,0.4020178929776326,0.4887313380430476,0.1923289660631012,0.0005740057212875,211,145,Forebrain/Midbrain/Hindbrain,0.7355497609734898,6.0,0.7355497609734898,2
cell_16,0.5876664895868675,677.5218613006979,202.7634089277452,22901,2955.968123662722,205.377931094712,0.0156782338137812,0.0089140658357489,0.2306199855484734,0.2750522754858159,2222.606352605622,1557.5121896697824,0.2622990148002448,0.1759453190416332,0.1650634706901622,6.541649793402425e-05,199,161,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_17,0.2176463505039662,613.9360748630709,202.3116407921205,16539,3125.788137130419,195.1314468831248,0.0066303479960294,0.0030995292652595,0.6326097240601757,0.3628842004839661,2284.687404415722,803.2106466744943,0.1742906823708945,0.4797686753998163,0.1867040359810276,0.0001244615110206,201,133,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_18,0.1725904223009069,1051.730014102411,324.4102341172362,44001,2759.7319833640145,262.1189291152474,0.0064605239081985,0.0050446966001814,0.491818908679468,0.1230595543115314,6854.642480258821,1913.565626914917,0.5161254785875751,0.5635218499548781,0.1992729280510383,0.000182365788765,317,245,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_19,0.3596495126410022,650.492424049175,210.80085388821365,16683,2060.588683090571,218.37451297728225,0.0104973773918091,0.0054183636018719,1.1222564998915294,0.3191189019696724,2182.1145280505816,1032.4868977292792,0.6995699387950445,0.357626802844587,0.1926872520397927,0.0018820821937751,161,175,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_20,0.3604548035203972,624.9777054234135,214.8976500569516,14903,3875.160034892304,242.32349191437964,0.0269086116921269,2.5589659720952687e-05,0.5200395202354712,0.9980998389826624,2512.999823782227,648.3709580913987,0.4634942126065551,0.589816568300708,0.2121298249931977,0.0007175580497467,209,141,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_21,0.8313845031645923,363.6812408671319,133.0,5367,3458.0831004285446,229.6774734488541,0.0605908181888514,0.01843788777277,0.672449906243293,0.5333875824381076,735.3517124346749,266.41680698936744,0.2869657838741568,0.4681070490365552,0.1866533481319252,0.0002086444658772,133,75,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_22,0.131291837199916,550.5929291125633,174.34735443934903,12703,3220.863811698024,269.93450366055265,0.0178339458524754,0.0012736035701522,0.6064675441399374,0.8666910610060706,1471.5659223066518,798.5052342141041,0.2794573235578578,0.2964932117476528,0.1787035469196848,0.000677672050219,171,135,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_23,0.5023359234596104,663.5218613006979,269.1189328159578,16065,1896.66392779334,257.01051976346093,0.0108024444652326,0.0052615683782863,0.4946616502231221,0.3449247794383984,3427.0177429051546,502.0750531307141,0.0461836660107727,0.7444320716287147,0.2445747149726653,0.0002457953495666,269,95,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_24,0.81063709791035,790.2975105768082,278.7705149401565,26797,1623.9190954211292,305.9920886666418,0.0071821529286034,0.0022402524794224,0.7457123433984739,0.5244839544869823,3525.600015085257,1397.032702072274,0.530871999729364,0.4324042510004846,0.1837008887994003,0.0006876390172715,257,175,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_25,2.0689668440466087,663.1198410471445,222.3892983036729,17549,4316.228787965126,302.5310274089692,0.0212421888080175,0.0181549333252394,0.2496865439508602,0.0783624619162718,2168.602479186716,1015.3313501993364,0.5736400994222285,0.3622157968056017,0.1814310689717962,0.0003692816291443,209,151,Neural crest,1.0,2.0,1.0,5
cell_26,0.7089406926294843,512.5807358037436,155.4252231782216,12817,3522.764453460248,299.4340329250215,0.0377918436172374,0.0144261698463009,0.2091056395540328,0.4474638581808899,1338.953362338956,824.4714921382695,0.6615230772172577,0.2378089856626922,0.1687933880375458,0.0002662719602349,149,129,Low quality,1.0,4.0,1.0,2
cell_27,0.3207480665737303,602.1787155501902,207.8485025204656,16385,3389.522917302411,311.3843759536161,0.0220771344185535,0.0051758701603089,0.0622485199974005,0.6201615021689467,1800.4027101825764,1020.222059106228,0.1790866511236935,0.2765985251108263,0.1721467665113704,0.0005336556453009,199,139,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_28,0.5847828786086127,437.3380951166242,151.64761785138597,7629,3716.562065801547,298.35024249574,0.0212231259588754,0.0179546012509173,0.0001735819108232,0.0834281348291477,1331.880094627069,329.69993078836603,0.9393267329351196,0.6031488995470644,0.2177978798552149,0.0016730996861451,123,117,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_29,0.0446218429270515,1118.6528496361357,358.0013966453204,42807,3013.574789169996,350.1014086481183,0.0115201054505176,0.0019940141029257,0.2179450282585418,0.7048991471415951,7385.726445019618,1768.931276790622,0.3370173903987006,0.6135450760597451,0.2138588950828191,0.0002354578215624,333,225,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_30,0.3882017404404281,745.0904037956216,234.4461558652648,18631,4132.649777252966,327.8872309591541,0.013054022893304,0.0075214959737932,1.2863127577818976,0.2688888166197342,3485.70414478784,774.3604716482498,0.4563093137584817,0.636455997094209,0.2286546409981261,0.0002071429664713,233,169,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_31,0.7712018420235974,697.3624817342637,240.0270818053663,20653,1755.7011087977532,349.477799835375,0.007762805160655,0.0044663239132388,0.4602761068660419,0.2695597722043301,2450.972480587922,1235.7499818065503,0.5937437332564478,0.3296213672650863,0.178507842075944,0.0008269107382269,227,167,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_32,0.5309278407021817,940.469083452062,309.7773393907308,42051,1963.8049273501224,371.3052721695085,0.0063338730086615,0.0048093760124672,0.4641954521102963,0.1368090216151262,5465.549326139364,2149.9038388320528,0.2834380614412313,0.4353838721716773,0.1811004058160666,5.957514689891498e-06,299,213,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_33,0.6583008684533111,803.445742854949,247.6953774296161,24921,3809.397335580434,385.1333012318928,0.010929331945863,0.0069760742543952,1.079790238203674,0.2207857027790201,3453.9654187053275,1279.1529455814234,1.1191048851961836,0.4594882920177369,0.1899248972467698,0.0001221537742454,197,243,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_34,1.411923064338684,687.0782104868019,227.31695933211847,21683,2582.328690679334,334.392012175437,0.0139677798585878,0.0015125085354997,1.080951117415071,0.8045891010560934,2809.490561037669,1176.972120235087,0.1306138904379165,0.4095155458175188,0.1838519891745956,0.0009478774743093,227,151,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_35,0.1564586053909086,860.9898987322333,296.5299310356376,29761,2162.4482040254024,437.66274654749503,0.0101073923216959,0.0046216381930148,1.1430692651176393,0.3724450243484875,4249.068593273434,1423.0951913306576,1.3308002785308704,0.498217877560816,0.1905904971138097,0.0001901932147025,181,291,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_36,0.1537134450517152,783.1553749530773,237.11811402758752,21265,3245.2449094756644,389.7862685163414,0.006186233438007,0.0006261470038255,0.7400630497435201,0.8161738002826165,2560.4624575108865,1543.053183300657,0.8545210755162584,0.2479360049445353,0.1929704039883162,0.0024397083353357,211,181,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_37,2.3446676831581126,465.9655121145938,146.98639392814562,9867,2714.2145535623795,387.42292490118575,0.0681429261914745,0.0513792482731473,0.2431457329316285,0.1402557976661413,925.000114719295,719.7659666119908,0.7982796318562781,0.124780143776546,0.1666936334581216,0.0001678174933697,143,121,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_38,0.9176476003074931,784.9127342659579,285.3944638566067,22885,4246.390823683636,411.381341490059,0.0307143253047334,0.00619378452428,0.004393690449691,0.6643672865950401,4784.369466424996,762.5817027159165,0.1635249468891548,0.7250447391863297,0.2423837085051742,0.0007779303219009,285,131,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_39,0.919988091567492,610.3380951166242,201.4869722835697,16385,3582.688373512359,438.4007934086054,0.0509715963254557,0.0200578092673487,0.3173649036382682,0.435225197227874,2602.7222214814374,749.3763946210838,1.5089058298403628,0.5528912001447127,0.2045833760209045,0.0012120062745736,127,201,Low quality,1.0,4.0,1.0,2
cell_40,0.774669579647179,759.3269478283311,227.4225142768412,25715,3703.046743146024,467.7394516818977,0.0217204656872486,0.0052821962583177,0.3991099546850388,0.6087647751939466,2780.249282481447,1666.095657864933,1.2402921399168605,0.2505774157345784,0.1729086113298222,0.0006422992595792,203,215,Low quality,1.0,4.0,1.0,2
cell_41,0.1736531185847921,768.0782104868018,232.69078194032525,22077,3468.908955021063,448.0694387824433,0.0113583121632209,0.0006660039478814,0.3717560854965116,0.8892238125266044,2676.733058204559,1542.1540890499982,0.6875161984041033,0.2689284945421895,0.1910987519705828,0.0025470267279708,217,185,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_42,0.3334757119498912,422.09545442950497,127.67536959022284,8373,2812.572912934432,423.4825032843664,0.0288360915690759,0.010696546838799,0.0850447150602694,0.4588498380280998,785.7795448477493,602.0899670816297,0.8775641896138119,0.1323536371303087,0.1657553459846386,0.0002977928922299,125,109,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_43,0.3782283727069201,862.0548698896889,277.0649743291274,34553,3989.44033803143,479.3925853037362,0.0091255547988369,0.0075193557767891,0.1743400855607468,0.0964979063570232,4055.23027152758,1936.992830293,0.1172578011946837,0.3534977595528792,0.1734212109460996,0.0001299837119485,267,191,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_44,0.6235980693321832,785.4629867976521,289.110705439975,21785,1713.5328896029378,455.3498278632087,0.0166306198464277,0.0022424090323679,0.155336360996823,0.762368929039536,4427.039237995588,846.9715789176082,0.0648423161062504,0.6788131051224016,0.2420936799133897,0.0024874522297479,281,131,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_45,1.1046203364864071,470.69343417595167,151.48927354766738,9539,3160.5293007652795,452.73634552888143,0.0289031595634319,0.023521977103876,0.1395930322569588,0.1026450821426583,1150.4078344895984,538.5518540984344,0.7996169489130578,0.3622679596945706,0.1770583592187895,0.0002974308317834,143,119,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_46,0.4680829986126786,608.492424049175,195.0,12365,1600.2835422563687,498.14249898908207,0.0032007854564661,0.0021101379431294,0.8444238094337734,0.2053593003092113,2453.47093946936,570.6562596920171,0.9920830262122358,0.6225977135814483,0.2445715486584211,0.0045222095249459,157,173,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_47,0.277510154305396,971.19090885901,348.8165707072988,33113,2520.9852021864526,516.042611663093,0.0037393056721242,0.0032329404240507,0.7230747453816154,0.0726258426751959,6487.913091443308,1245.7492050570024,0.4852571414739937,0.6778371857222839,0.2335536585782112,0.000162744854471,277,219,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_48,1.7460767491624756,550.3675323681472,171.73526137634053,13885,2702.8877205617573,491.2100828231905,0.0536555910987328,0.0281424477164919,0.1604696931296167,0.3119040963790472,1371.6713641193078,1021.0747752224646,0.79124298004061,0.1465247746646829,0.172325973305133,0.0003264575115445,153,143,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_49,0.7195099342005867,754.6639969244288,246.82990094394967,20609,3064.1345043427627,504.04803726527246,0.0283585390633119,0.0048616667466365,0.0079963382788342,0.7073066449708393,2539.029380007288,1414.0313991216967,0.1103732185709134,0.284589092792414,0.1918123528132847,0.0028358213132334,245,157,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_50,1.5817566369516205,472.0660171779821,141.15594213493105,10555,2943.513027001421,477.296162955945,0.0488590095113619,0.0286847895734924,0.6636342521468613,0.2601654829394333,1067.2614132234455,700.7218320050745,1.1846544851738972,0.2073207323698331,0.1675019654408829,0.0002214982879417,137,127,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_51,0.9703808579392555,526.1015510839148,158.02847844613325,12109,4158.207861920885,494.1901891155339,0.020750263866165,0.0177215460674304,1.3790202437196368,0.0787256384340208,1445.149557955094,746.6295159578672,0.6965102810658059,0.3187000233331756,0.1810041352640979,0.0007208561030362,135,145,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_52,1.815992923467712,685.1198410471445,236.2371689637344,18193,4455.669048535151,523.2343758588468,0.0259691449151091,0.0219483266004799,0.5797319123924265,0.083911320598816,3231.434064636984,685.8874855508927,0.62679313412066,0.6498181337613209,0.2153202632984046,0.0004342822265485,209,161,Forebrain/Midbrain/Hindbrain,1.0,2.0,1.0,2
cell_53,0.4656139122760795,1427.4995667241114,470.33286085494814,66011,1899.0240868946084,576.6650709730196,0.0073032659295959,0.0009840239958087,0.3315157419005602,0.7625221261314226,14047.617163096127,2139.457199600693,0.4547218384325244,0.7356585690949712,0.2452178328262989,0.0001078313767794,461,271,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_54,1.4835472043693854,697.7350647362942,217.18655575334307,20277,4294.106278049021,529.7845342013119,0.0266340550797966,0.0232162018172522,0.0598743452257226,0.0685624001818684,2078.669668947441,1377.3592111003911,0.2178573165938976,0.2029237839694624,0.1704408383906807,0.0001177409358858,217,151,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_55,0.8210251888244429,550.0010460205265,169.57889019568444,13377,2826.533079165732,523.164909920012,0.0262907670996365,0.0120851671665347,1.037814287552675,0.3701694878507272,1412.6450118281496,893.1298122120412,0.0605603184302538,0.2253104657920634,0.1723686046228743,0.000363508063958,169,129,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_56,0.2697025419827017,819.2619766708755,296.2853354454115,15981,3320.8968149677744,511.2738877416933,0.0201728830040805,0.0003199734869273,0.7132543196690869,0.968772192684046,5144.6581443677815,464.5638718537622,0.0245397369284963,0.8343571103050403,0.3509931804155899,0.0048498885217355,293,105,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_57,0.1919463832605237,1019.5229073212244,334.51158425381925,37885,3835.815124719546,603.0483832651445,0.0091466940454053,0.0010339472201306,1.0507167682595566,0.7968797459486608,5351.477315333569,1982.5535530051009,0.1115260991635318,0.4593550017456646,0.1935866667108003,0.0004177622059434,327,211,Low quality,1.0,4.0,1.0,3
cell_58,1.5625117208373471,741.7350647362941,221.93016919743025,22967,3478.503113162363,598.845386859407,0.0419846296893104,0.0320523066304026,0.2438229191491838,0.134153620512026,2354.165828547172,1611.747068049977,0.0333899547821326,0.1871999662761651,0.172678751974448,0.0003954327321925,211,173,Low quality,1.0,4.0,1.0,3
cell_59,3.0771060343204155,624.8355697996826,193.61043360315065,18559,3636.9290910070586,616.1307182499057,0.0799293162369962,0.0569449568913714,0.910976853269428,0.167923151811509,2074.2872066806176,1096.272605878844,1.1678792940241227,0.3084674816502714,0.1708367806756539,8.221006767665241e-06,149,189,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_60,0.2956673194189061,684.2264427649427,249.3772243008571,18629,3318.9854527886628,602.8176499006925,0.0076751882266182,0.0022922418112054,1.4332531801661157,0.5400535940544237,3349.228008874481,704.5908012827125,0.6660545755044166,0.6523817001799394,0.2176079666196357,0.0007048209395131,205,173,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_61,0.2934994447625412,963.1086937588512,292.1592031752552,32219,3223.6209689934512,662.9761631335547,0.0193382967520803,0.0030307922719602,1.1437408908034172,0.7290196065916714,5355.337891153209,1586.301544168638,0.5116796749651117,0.5429605473033072,0.2154517345455118,0.002877785510145,291,227,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_62,0.2469923260080817,787.9838020778234,266.3775516067373,19289,2674.2220954948416,641.789828399606,0.0178372677450812,0.0001546083787347,0.4620489637929064,0.9828135345451712,4302.149483272094,718.5470021461279,0.9530692000164274,0.7137660066753574,0.2602880649809851,0.0010177991903397,227,201,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_63,0.9986616438128244,1036.5584412271571,328.97568299191965,47729,2070.570051750508,671.0295627396342,0.0128232505842608,0.0076099138612434,0.5493965870185825,0.2551409370252729,6339.191585392447,2375.9924184405795,0.583596396452565,0.4547464706664613,0.1825972470370849,1.1186803414034732e-05,321,257,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_64,0.7901931061619786,943.8477631085024,309.0711892105118,35785,2836.582953751572,635.2162358530111,0.0257319726611846,0.0117763485465483,0.8279973249056931,0.3720674150502679,5063.458989660444,1977.783563609302,0.1295589835431896,0.4382288215051255,0.1967651964026756,0.0008565885182447,275,191,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_65,3.608339051949507,770.5573952066306,236.40008460235373,25197,3034.736873437314,634.1991903798071,0.0640020577600841,0.0539038504478229,0.8554439953975425,0.0856463214248327,2337.0763551679274,2056.2601822918127,1.149896512965064,0.0639186573761737,0.1743595085708512,0.0010453630783861,211,179,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_66,1.1728382155274248,930.3330444827408,302.539253651489,39429,4402.68287301225,668.3457607344848,0.0221264304999598,0.0040741477722562,0.0043133760086033,0.6890032174155017,3760.2979365819983,2801.1610881980355,0.389604026532834,0.1461773737764242,0.1664120070197071,9.306395626614336e-05,279,219,Neural crest,0.750862171482935,2.0,0.750862171482935,7
cell_67,0.3775901153159178,771.0132393293462,221.5423210133901,25997,1618.0693926222257,679.1589798822941,0.0035118865084063,0.0005157165406822,0.0494511066548244,0.7439089530936059,2529.0689699060044,1922.6406408896992,1.1695720166122736,0.1362236942736953,0.1712393588027735,0.000607517590593,205,207,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_68,0.3573108281827159,517.9949493661167,187.94946129212505,10125,2553.4732839506173,624.3208888888889,0.0107152626705843,0.0009017292400511,0.1463966328276829,0.8447568446310708,1488.1246328450648,503.2421281730733,0.3282748455036258,0.4945761493821684,0.1966781986190753,0.0002822281834022,171,107,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_69,0.4521581131619453,705.6995308303615,231.03462943896528,23463,2409.59838895282,682.9795848783191,0.0173085326864328,0.0012618726580199,0.0851146861743358,0.8640985337030521,2971.373715838638,1242.3410623337652,0.1302959763174254,0.4103345253602568,0.179589770198713,0.0002954791965326,231,153,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_70,0.4972352855172544,530.5929291125633,171.04677722775136,11353,3942.5077952963975,694.0571655069144,0.034571546126492,0.0088806252248917,0.5800071187933066,0.5912459631498275,1113.2696513639507,892.1274647905702,0.0183662979074393,0.110273513805303,0.1766402815251053,0.0016507975199661,171,129,Low quality,1.0,4.0,1.0,5
cell_71,0.5142105267765457,1325.1686142824233,404.9506142729012,62377,2149.41758981676,818.1643394199785,0.0092511575582086,0.0030223519443286,1.1345550244841578,0.5074999626302693,11254.558250961503,2616.4589344924066,0.6185813965700543,0.6227444751151773,0.2223739068158762,0.000642707456694,371,335,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_72,0.9143042299475777,658.6639969244288,228.2651966463569,15039,3587.905512334597,720.994481016025,0.0473746058267093,0.0220428846294143,0.2365896106058875,0.3649184237408625,2972.048127831984,560.633518218405,0.6178208845714545,0.6826017318343958,0.2349013661846126,0.0011508794894267,203,153,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_73,0.9268465715029668,513.9655121145938,177.1016657177453,12355,2575.1142047753947,713.0475920679887,0.0292160499389654,0.0126282159889367,0.3089471755954508,0.3964183283465805,1557.2637229578932,641.6259470482546,0.1338622019001789,0.4164091488533294,0.1779756916233223,3.0241684515874488e-05,177,111,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_74,0.2509000893499289,546.4507934888323,191.65855055279948,11329,3750.7283078824257,715.3747903610204,0.0463024107475175,0.0006228992728605,0.5827330922017451,0.9734514583882342,1992.2423091725816,427.1156546185041,0.007058445345281,0.6469181815912661,0.2135544146695282,6.3697309252078e-05,189,89,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_75,1.398233644691513,677.350288425444,213.1032613546776,20783,3450.8545445797045,755.5009863831016,0.0457043330032909,0.0308329066617912,0.0625931067920611,0.1943031445421244,2433.075817381756,1267.7329695134758,0.666584858505766,0.31488869459963,0.178069036563308,0.0005639540457667,183,169,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,2
cell_76,0.5493159237457653,876.3746750430835,309.0792778560219,26607,1795.96873003345,759.3932047957304,0.0280861961600219,0.0009953808811163,0.5384063002300427,0.9315456049918988,4608.220644416193,1130.979651551593,0.2483701488560395,0.6058755250810153,0.2157026457686994,0.0010354978419644,309,167,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_77,0.178942261581376,1006.9665581351204,291.3365751154496,32535,3118.5196864914706,813.2966036575995,0.0150486228089616,0.0030336051272178,0.1876402906431863,0.6644655583454857,4356.001954601876,2016.8469439844675,1.388779989642136,0.3670501290460991,0.1958767142642183,0.0023389614892072,237,291,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
cell_78,4.633130381822817,536.6873375215418,158.80806024884254,15315,4064.829644139733,762.2861900097943,0.0852681380525261,0.0824772669783756,0.1489210262245763,0.016637541121537,1365.646063339393,1109.3007973036129,0.3031652814875906,0.1035760686874627,0.1616027986054852,5.016252537151551e-06,157,135,Low quality,1.0,4.0,1.0,5
cell_79,0.206474660713393,987.5878784786798,340.2837051637942,36965,2969.2849993236846,827.0149059921547,0.0160347159193499,0.0031048430271381,0.4109413066530037,0.6755575156335695,6678.911712092196,1433.788986377258,0.8549035998503721,0.6465322610390996,0.2194697875955485,0.0009939329210713,267,273,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2
